Team #,Match #,Scouter Initials,Team Number,Match Number,Robot,Starting Location,No Show,Taxied?,Upper Cargo Scored,Upper Cargo Missed,Lower Cargo Scored,Upper Cargo Scored,Lower Cargo Scored,Defended?,Climb,Started Climb With Time Remaining,Played Defense for Match %,Defense Rating,Disabled for Match %,Comments,,,,,,,,,,,,
122,59,HS,122,59,r1,undefined,FALSE,TRUE,1,0,1,0,0,FALSE,x,null,50,a,10,"Intake fell off, balls bounced out of goal",,,,,,,,,,,,
422,59,MD,422,59,r2,middle,FALSE,TRUE,1,1,0,4,0,FALSE,4,30,15,a,0,shooter is inconsistent and intake can have problems but hanging is good,,,,,,,,,,,,
1599,59,BK,1599,59,r3,right,FALSE,TRUE,0,1,0,4,1,FALSE,3,40,0,x,,Some issues with shooting and aiming,,,,,,,,,,,,
4099,59,OT,4099,59,b1,left,FALSE,TRUE,2,0,0,7,0,FALSE,4,27,0,x,0,"Extremely fast, had to go to hub to shoot",,,,,,,,,,,,
2363,59,ATH,2363,59,b2,right,FALSE,TRUE,5,0,0,7,0,FALSE,1,13,0,x,0,Intake still messed up,,,,,,,,,,,,
7770,59,GS,7770,59,b3,middle,FALSE,TRUE,1,0,0,0,0,FALSE,3,45,70,n,0,Robot either played defense or was moving slowly around the field.,,,,,,,,,,,,
836,60,HS,836,60,r1,right,FALSE,TRUE,5,0,0,10,0,FALSE,3,30,0,x,0,"Average speed, perfect trajectory",,,,,,,,,,,,
449,60,MD,449,60,r2,left,FALSE,TRUE,2,0,0,14,0,FALSE,4,null,,x,0,"Shooter is slow but consistent and accurate, hanging is good",,,,,,,,,,,,
6802,60,BK,6802,60,r3,middle,FALSE,TRUE,1,0,0,2,0,FALSE,1,15,0,x,0,"Slow climber, some accuracy issues",,,,,,,,,,,,
3136,60,OT,3136,60,b1,left,FALSE,TRUE,1,1,0,11,0,FALSE,2,14,0,x,0,"Very efficient, intake can get caught, good driving",,,,,,,,,,,,
2186,60,ATH,2186,60,b2,middle,FALSE,TRUE,1,1,0,4,1,FALSE,1,10,0,x,0,Bad accuracy,,,,,,,,,,,,
116,60,GS,116,60,b3,right,FALSE,TRUE,1,0,0,6,0,FALSE,4,25,,x,0,"Wasn’t very active in autonomous. Shooter made about 50% of shots, but climbing was quick.",,,,,,,,,,,,
1610,61,HS,1610,61,r1,middle,FALSE,TRUE,0,2,0,9,0,FALSE,x,null,20,n,0,Efficient shooter and intake,,,,,,,,,,,,
8726,61,MD,8726,61,r2,left,FALSE,FALSE,0,0,2,5,0,TRUE,f,7,,x,0,bot is slow but can be accurate,,,,,,,,,,,,
4472,61,BK,4472,61,r3,right,FALSE,TRUE,1,1,0,7,0,FALSE,3,20,0,x,0,Good climber and excellent cargo cycle,,,,,,,,,,,,
401,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,61,ATH,6504,61,b2,middle,FALSE,TRUE,0,1,0,0,4,FALSE,f,15,10,n,0,Bad defense,,,,,,,,,,,,
4821,61,GS,4821,61,b3,left,FALSE,TRUE,1,0,0,6,0,FALSE,2,20,,x,0,"Robot made about 50% of its shots. The intake is small, so it had trouble collecting balls.",,,,,,,,,,,,
3274,62,HS,3274,62,r1,undefined,FALSE,TRUE,0,0,0,0,0,FALSE,x,null,100,v,0,Effective and aggressive defense,,,,,,,,,,,,
1908,62,MD,1908,62,r2,right,FALSE,FALSE,1,1,0,5,0,TRUE,2,10,5,x,0,"Bot can be accurate but shooter can not be turned, climbing is decent",,,,,,,,,,,,
5804,62,BK,5804,62,r3,middle,FALSE,TRUE,1,1,0,7,0,FALSE,3,20,0,x,0,Weak climber material (broke),,,,,,,,,,,,
5587,62,OT,5587,62,b1,right,FALSE,TRUE,3,1,0,0,0,FALSE,4,20,78,a,0,Intake broke easily on,,,,,,,,,,,,
4242,62,ATH,4242,62,b2,left,FALSE,FALSE,1,1,1,0,3,FALSE,3,34,,x,0,Bad intake,,,,,,,,,,,,
4286,62,GS,4286,62,b3,middle,FALSE,TRUE,0,0,1,0,6,TRUE,f,15,,x,0,Robot was inactive in autonomous after shooting and leaving tarmac. Also very top-heavy.,,,,,,,,,,,,
1629,63,GC,1629,63,r1,right,FALSE,TRUE,2,0,0,7,0,FALSE,4,30,0,x,0,Fast intake but no lime light shooter,,,,,,,,,,,,
5549,63,BN,5549,63,r2,middle,FALSE,TRUE,0,0,0,2,0,FALSE,1,null,0,x,0,Overshot half or more of cargo they shot,,,,,,,,,,,,
2199,63,ATH,2199,63,r3,undefined,FALSE,TRUE,2,0,0,4,2,FALSE,4,30,0,x,0,Not consistent with shots,,,,,,,,,,,,
4638,63,DD,4638,63,b1,undefined,FALSE,TRUE,1,0,0,2,0,FALSE,3,37,0,x,0,Low accuracy,,,,,,,,,,,,
620,63,BK,620,63,b2,left,FALSE,TRUE,0,0,0,7,0,FALSE,4,30,0,x,0,Great all around. Fast climbing and shooting,,,,,,,,,,,,
1262,63,Cm,1262,63,b3,right,FALSE,TRUE,2,0,0,11,0,FALSE,2,10,0,x,0,You can tip this on the cable guard,,,,,,,,,,,,
612,64,GC,612,64,r1,right,FALSE,TRUE,0,0,1,0,4,FALSE,3,60,0,x,0,Grabber intake/shooter,,,,,,,,,,,,
6194,64,BN,6194,64,r2,middle,FALSE,TRUE,0,0,0,0,2,FALSE,f,null,0,x,0,"Very top heavy, cargo would sometimes get stuck in the top when they tried to fire it",,,,,,,,,,,,
2421,64,ATH,2421,64,r3,undefined,FALSE,TRUE,2,0,0,2,0,FALSE,4,30,0,x,0,Bad accuracy great climb,,,,,,,,,,,,
7429,64,DD,7429,64,b1,middle,FALSE,TRUE,3,0,0,10,0,FALSE,3,32,0,x,0,"Very accurate, almost 100%",,,,,,,,,,,,
5338,64,BK,5338,64,b2,left,FALSE,TRUE,0,0,2,0,4,FALSE,2,60,0,x,0,Low cargo strategy,,,,,,,,,,,,
8230,64,Cm,8230,64,b3,right,FALSE,TRUE,2,0,0,8,0,TRUE,x,,0,x,0,Got stuck on a cargo last 30 seconds,,,,,,,,,,,,
2377,65,GC,2377,65,r1,left,FALSE,TRUE,1,0,0,9,0,FALSE,x,,0,x,0,Slow cycle. No climb,,,,,,,,,,,,
2068,65,BN,2068,65,r2,middle,FALSE,TRUE,0,0,0,0,0,FALSE,f,null,0,x,0,Never fired any cargo,,,,,,,,,,,,
1895,65,ATH,1895,65,r3,right,FALSE,TRUE,0,1,0,9,0,FALSE,2,15,0,x,0,Top heavy,,,,,,,,,,,,
2537,65,DD,2537,65,b1,left,FALSE,FALSE,2,0,0,3,0,FALSE,x,,0,x,0,"Very high shots, not very accurate",,,,,,,,,,,,
888,65,BK,888,65,b2,middle,FALSE,TRUE,3,1,0,2,5,TRUE,4,40,0,x,0,Fast shooting and excellent climbing,,,,,,,,,,,,
3748,65,Cm,3748,65,b3,right,FALSE,TRUE,0,0,1,0,3,TRUE,x,null,0,x,0,Looked like ran into technical diffaculties,,,,,,,,,,,,
5724,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,66,BN,8622,66,r2,middle,FALSE,TRUE,0,0,0,3,0,FALSE,x,null,0,x,0,undefined,,,,,,,,,,,,
1731,66,GC,1731,66,r1,right,FALSE,TRUE,2,2,0,8,0,TRUE,4,20,0,x,0,Intake broke halfway through,,,,,,,,,,,,
623,66,DD,623,66,b1,left,FALSE,TRUE,2,0,0,9,0,FALSE,4,30,0,x,0,Very good at shooting,,,,,,,,,,,,
1719,66,BK,1719,66,b2,right,FALSE,TRUE,0,0,1,0,2,FALSE,2,15,5,a,0,Low cargo strategy,,,,,,,,,,,,
122,66,Cm,122,66,b3,middle,FALSE,TRUE,3,0,0,4,0,FALSE,x,null,0,x,0,,,,,,,,,,,,,
4541,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,67,BN,2186,67,r2,middle,FALSE,TRUE,1,1,0,0,0,FALSE,2,null,50,v,0,Kept picking up blue cargo during Teleop and got 2 pieces stuck in robot. Played defense for about half of teleop and was pretty effective.,,,,,,,,,,,,
2363,67,ATH,2363,67,r3,right,FALSE,TRUE,1,1,0,13,0,TRUE,2,5,5,a,0,Not it's best self,,,,,,,,,,,,
116,67,DD,116,67,b1,middle,FALSE,TRUE,1,0,0,2,0,FALSE,4,null,0,x,0,"Inaccurate, but good climb",,,,,,,,,,,,
1123,67,BK,1123,67,b2,left,FALSE,TRUE,0,0,2,0,10,TRUE,1,8,20,a,0,Low cargo port strategy,,,,,,,,,,,,
384,67,Cm,384,67,b3,right,FALSE,TRUE,3,0,0,3,0,TRUE,2,30,0,x,0,Heavily defended,,,,,,,,,,,,
6802,68,GC,6802,68,r1,left,FALSE,TRUE,1,1,0,4,2,FALSE,2,5,0,x,0,Fast climb but can't go higher than mid,,,,,,,,,,,,
6326,68,BN,6326,68,r2,middle,FALSE,TRUE,1,0,0,4,0,FALSE,x,null,0,x,0,"Accurate if it gets right next to hub, shooter shoots ball almost straight up",,,,,,,,,,,,
614,68,ATH,614,68,r3,right,FALSE,TRUE,2,0,0,5,0,TRUE,3,17,,x,0,Gets pushed around a bit but is mostly accurate,,,,,,,,,,,,
2914,68,DD,2914,68,b1,left,FALSE,TRUE,1,0,0,0,0,FALSE,x,null,0,x,80,Disconnected,,,,,,,,,,,,
1599,68,BK,1599,68,b2,middle,FALSE,TRUE,0,1,0,5,0,TRUE,4,30,40,v,0,Very good shooter and climber,,,,,,,,,,,,
449,68,Cm,449,68,b3,right,FALSE,TRUE,0,0,4,8,0,FALSE,3,25,0,x,0,,,,,,,,,,,,,
1086,69,GC,1086,69,r1,left,FALSE,TRUE,1,1,0,7,1,TRUE,1,10,0,x,0,Doesn't go above mid. Fast intake.,,,,,,,,,,,,
836,69,BN,836,69,r2,right,FALSE,TRUE,3,0,0,12,0,FALSE,3,null,0,x,0,Very accurate shooter,,,,,,,,,,,,
7770,69,ATH,7770,69,r3,middle,FALSE,FALSE,0,2,0,0,0,FALSE,4,42,90,a,0,Something broke,,,,,,,,,,,,
1727,69,DD,1727,69,b1,middle,FALSE,TRUE,1,0,0,0,0,FALSE,3,35,100,a,,Probably had shooter problems,,,,,,,,,,,,
1111,69,BK,1111,69,b2,right,FALSE,TRUE,2,0,0,0,0,FALSE,x,null,0,x,0,Robot was disabled for almost all of match,,,,,,,,,,,,
3939,69,Cm,3939,69,b3,left,FALSE,TRUE,0,2,0,3,0,FALSE,2,30,0,x,0,Looks like it broke,,,,,,,,,,,,
8592,70,GC,8592,70,r1,left,FALSE,TRUE,0,0,0,7,0,FALSE,f,5,0,x,0,Fast and far shooter. Inefficient intake,,,,,,,,,,,,
4099,70,BN,4099,70,r2,right,FALSE,TRUE,0,0,0,8,0,FALSE,4,null,0,x,0,"Pretty good shooter, really good climber",,,,,,,,,,,,
422,70,ATH,422,70,r3,middle,FALSE,TRUE,1,0,0,6,0,FALSE,4,32,0,x,0,Not a great autonomous,,,,,,,,,,,,
686,70,DD,686,70,b1,right,FALSE,TRUE,0,0,3,0,7,FALSE,4,null,,x,0,Intake broke,,,,,,,,,,,,
3136,70,BK,3136,70,b2,middle,FALSE,TRUE,1,0,0,7,0,FALSE,x,null,0,x,,Fairly good shooting and driving,,,,,,,,,,,,
1885,70,Cm,1885,70,b3,left,FALSE,FALSE,0,1,0,12,0,FALSE,4,30,0,x,0,,,,,,,,,,,,,
1629,71,GC,1629,71,r1,left,FALSE,TRUE,2,0,0,9,1,FALSE,3,30,0,x,0,Had to at hub to shoot,,,,,,,,,,,,
5587,71,BN,5587,71,r2,right,FALSE,TRUE,2,2,0,1,0,FALSE,3,null,0,x,0,Good climber,,,,,,,,,,,,
1908,71,ATH,1908,71,r3,middle,FALSE,TRUE,2,0,0,8,0,TRUE,2,15,0,x,0,Easily pushed,,,,,,,,,,,,
8230,71,DD,8230,71,b1,right,FALSE,TRUE,2,0,0,5,0,FALSE,f,3,0,x,0,,,,,,,,,,,,,
5804,71,BK,5804,71,b2,left,FALSE,TRUE,2,0,0,4,0,FALSE,4,35,40,v,0,Excellent climbing and good shooting,,,,,,,,,,,,
4472,71,Cm,4472,71,b3,middle,FALSE,TRUE,2,1,0,7,0,FALSE,f,20,0,x,0,Looked like only 1 telescope worked,,,,,,,,,,,,
612,72,GS,612,72,r1,right,FALSE,TRUE,0,0,0,0,3,FALSE,3,60,,x,0,Climbed to high bar but then had issues. Robot’s intake was slow to collect balls and could only hold 1 at a time.,,,,,,,,,,,,
1610,72,TR,1610,72,r2,undefined,FALSE,TRUE,1,1,0,7,8,FALSE,1,15,0,x,0,"Very versatile bot, driver seemed unconfident",,,,,,,,,,,,
2537,72,MD,2537,72,r3,middle,FALSE,TRUE,0,0,0,0,0,FALSE,2,40,90,a,0,Bot must be turned in the right direction to shoot and they played defense most of the time,,,,,,,,,,,,
3748,72,HS,3748,72,b1,undefined,TRUE,FALSE,0,0,0,0,0,FALSE,x,null,0,x,0,undefined,,,,,,,,,,,,
6194,72,CM,6194,72,b2,undefined,FALSE,TRUE,0,0,0,0,1,FALSE,x,null,10,a,0,Shooter seemed nonfunctional. Top-heavy,,,,,,,,,,,,
4242,72,Cm,4242,72,b3,right,FALSE,TRUE,1,1,0,0,6,FALSE,3,30,0,x,0,,,,,,,,,,,,,
122,73,GS,122,73,r1,middle,FALSE,TRUE,2,0,0,3,0,TRUE,2,10,10,a,0,Shooter made about 50% of shots.,,,,,,,,,,,,
5724,73,TR,5724,73,r2,right,FALSE,TRUE,1,0,0,12,0,TRUE,1,30,0,x,0,Responded very well to defense,,,,,,,,,,,,
5338,73,MD,5338,73,r3,left,FALSE,TRUE,0,0,2,0,7,FALSE,3,65,0,x,0,Consistently scores low goals and is decent at climbing,,,,,,,,,,,,
2068,73,HS,2068,73,b1,right,FALSE,TRUE,1,0,0,4,0,FALSE,x,10,30,n,0,Untuned swerve drive,,,,,,,,,,,,
3274,73,AW,3274,73,b2,FALSE,FALSE,undefined,TRUE,0,0,1,0,FALSE,0,0,0,0,FALSE,x,x,FALSE,0,v,v,FALSE,FALSE,FALSE,"Extremely aggressive defensive bot, almost got a foul couple times",,,
4638,73,Cm,4638,73,b3,left,FALSE,TRUE,2,0,0,0,6,FALSE,3,40,0,x,0,undefined,,,,,,,,,,,,
8622,74,GS,8622,74,r1,middle,FALSE,TRUE,1,0,0,0,0,FALSE,x,,60,a,0,,,,,,,,,,,,,
401,74,TR,401,74,r2,right,FALSE,FALSE,0,0,0,5,0,TRUE,2,40,0,x,0,Got pushed around a lot by 1731. Did not pick up balls quickly,,,,,,,,,,,,
116,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,74,HS,4541,74,b1,middle,FALSE,TRUE,2,2,0,10,0,FALSE,4,20,50,v,0,Extremely effective at both offence and defense,,,,,,,,,,,,
384,74,AW,384,74,b2,FALSE,FALSE,right,TRUE,2,0,1,0,FALSE,7,0,0,0,FALSE,x,x,FALSE,2,v,x,FALSE,FALSE,FALSE,Ver good shooting,,,
1731,74,Cm,1731,74,b3,right,FALSE,TRUE,3,0,0,7,0,FALSE,4,30,0,x,0,undefined,,,,,,,,,,,,
2421,75,AW,2421,75,r1,undefined,FALSE,TRUE,3,0,0,0,0,FALSE,x,10,90,v,0,,,,,,,,,,,,,
1719,75,TR,1719,75,r2,middle,FALSE,TRUE,0,0,1,0,5,TRUE,2,15,20,v,0,Defense was good but got pushed around a lot too. Didn’t go for high basket,,,,,,,,,,,,
2914,75,MD,2914,75,r3,right,FALSE,TRUE,1,0,0,5,0,TRUE,x,0,0,x,0,shooter can be accurate but is slow and intake has problems getting balls,,,,,,,,,,,,
1599,75,DD,1599,75,b1,left,FALSE,TRUE,2,0,0,4,0,FALSE,4,30,0,x,0,"Very fast, efficient climb",,,,,,,,,,,,
1895,75,AW,1895,75,b2,undefined,FALSE,TRUE,3,0,0,0,0,FALSE,x,10,90,v,0,,,,,,,,,,,,,
4821,75,Cm,4821,75,b3,middle,FALSE,TRUE,1,0,0,7,0,FALSE,2,30,0,x,0,undefined,,,,,,,,,,,,
623,76,GS,623,76,r1,left,FALSE,TRUE,3,0,0,6,0,TRUE,4,45,,x,0,"Intake and shooter work well, and robot was quick",,,,,,,,,,,,
1111,76,TR,1111,76,r2,right,FALSE,TRUE,1,0,0,16,0,TRUE,1,10,0,x,0,Shooter very accurate.,,,,,,,,,,,,
7429,76,MD,7429,76,r3,middle,FALSE,TRUE,0,1,0,8,0,FALSE,2,40,0,x,0,"shooter is consistent but bot has to be turned around to shoot, decent at climbing",,,,,,,,,,,,
6504,76,DD,6504,76,b1,left,FALSE,TRUE,0,2,0,1,0,FALSE,f,10,50,a,0,Non efficient shooter,,,,,,,,,,,,
2199,76,AW,2199,76,b2,middle,FALSE,TRUE,0,2,0,2,0,FALSE,2,7,0,x,0,undefined,,,,,,,,,,,,
6802,76,Cm,6802,76,b3,left,FALSE,TRUE,0,2,0,1,0,FALSE,2,20,0,x,0,undefined,,,,,,,,,,,,
614,77,GS,614,77,r1,right,FALSE,TRUE,1,0,0,0,0,FALSE,2,15,90,a,0,Kept the opponents’ top robot from shooting.,,,,,,,,,,,,
8726,77,TR,8726,77,r2,left,FALSE,TRUE,0,1,0,4,0,TRUE,x,0,0,x,0,Driver seemed inexperienced,,,,,,,,,,,,
8592,77,MD,8592,77,r3,middle,FALSE,TRUE,2,2,0,5,0,TRUE,2,25,5,a,0,"Shooter is accurate and consistent a lot of balls bounced out of the goal, can only reach the mid bar in climbing",,,,,,,,,,,,
1727,77,DD,1727,77,b1,middle,FALSE,TRUE,1,0,0,2,0,FALSE,3,30,0,x,0,"Balls go in the hoop and bounce out, climb not bad",,,,,,,,,,,,
422,77,AW,422,77,b2,left,FALSE,TRUE,2,1,0,6,0,FALSE,x,,0,x,0,Fast swerve drive,,,,,,,,,,,,
836,77,Cm,836,77,b3,right,FALSE,TRUE,3,2,0,8,0,TRUE,x,,0,x,0,We want to team with 836,,,,,,,,,,,,
1885,78,GS,1885,78,r1,left,FALSE,TRUE,11,0,0,0,0,FALSE,4,15,,x,0,Shooting was very consistent but intake is small and difficult to grab balls.,,,,,,,,,,,,
4099,78,TR,4099,78,r2,right,FALSE,FALSE,0,0,0,11,0,FALSE,3,10,0,x,0,Did not move in auto phase,,,,,,,,,,,,
1262,78,MD,1262,78,r3,middle,FALSE,TRUE,1,0,0,15,0,FALSE,x,0,0,x,0,"Shooter is consistent and accurate, didn't attempt a climb",,,,,,,,,,,,
7770,78,DD,7770,78,b1,left,FALSE,FALSE,0,0,1,0,3,FALSE,2,32,,x,0,Fell off the traversal,,,,,,,,,,,,
1123,78,AW,1123,78,b2,right,FALSE,FALSE,0,0,2,0,6,FALSE,x,null,0,x,0,"Shoots at low, not high cargo",,,,,,,,,,,,
2186,78,Cm,2186,78,b3,middle,FALSE,TRUE,1,0,0,3,0,FALSE,x,null,0,x,0,undefined,,,,,,,,,,,,
888,79,GS,888,79,r1,left,FALSE,FALSE,0,1,0,0,8,FALSE,3,30,,x,0,"Shooting into lower hub was consistent, and intake was very smooth.",,,,,,,,,,,,
4286,79,TR,4286,79,r2,middle,FALSE,TRUE,0,1,0,0,9,FALSE,2,7,0,x,0,Had an issue picking up cargo and get to the goal.,,,,,,,,,,,,
449,79,MD,449,79,r3,right,FALSE,TRUE,0,0,4,9,0,TRUE,f,30,0,x,0,"Shooter is consistent and accurate but slow, climbers have problems",,,,,,,,,,,,
686,79,DD,686,79,b1,left,FALSE,TRUE,0,0,2,0,6,FALSE,4,30,0,x,0,Decent climb,,,,,,,,,,,,
1086,79,AW,1086,79,b2,right,FALSE,FALSE,0,1,0,11,0,FALSE,2,15,0,x,0,Good shooting :),,,,,,,,,,,,
3939,79,Cm,3939,79,b3,middle,FALSE,TRUE,0,1,0,4,0,FALSE,2,20,0,x,0,undefined,,,,,,,,,,,,
3136,80,GS,3136,80,r1,left,FALSE,TRUE,1,1,0,3,0,TRUE,x,,,x,0,Intake was small and the robot couldn’t get most of the balls they passed,,,,,,,,,,,,
5549,80,TR,5549,80,r2,right,FALSE,TRUE,1,0,0,0,0,FALSE,2,10,10,a,0,Shooter was very inconsistent.,,,,,,,,,,,,
620,80,MD,620,80,r3,middle,FALSE,TRUE,1,1,0,8,0,FALSE,4,null,0,x,0,"Shooter is decent, climber is really good",,,,,,,,,,,,
2377,80,DD,2377,80,b1,left,FALSE,TRUE,1,0,0,6,1,FALSE,x,null,0,x,0,,,,,,,,,,,,,
2363,80,AW,2363,80,b2,right,FALSE,TRUE,2,1,0,8,1,FALSE,1,6,0,x,0,Fast swerve drive and retractable intake,,,,,,,,,,,,
6326,80,Cm,6326,80,b3,middle,FALSE,TRUE,1,0,0,4,0,TRUE,x,,50,a,0,undefined,,,,,,,,,,,,
4638,81,GS,4638,81,r1,left,FALSE,TRUE,0,1,0,3,1,FALSE,4,45,,x,0,Climbing was very slow but they got traversal. The shooter was very inconsistent.,,,,,,,,,,,,
122,81,TR,122,81,r2,middle,FALSE,TRUE,1,0,0,10,1,FALSE,x,,0,x,0,Nice buzzer beater. Shooter pretty accurate,,,,,,,,,,,,
4541,81,MD,4541,81,r3,right,FALSE,TRUE,0,1,0,3,0,FALSE,4,35,0,x,0,"Shooter is inconsistent, intake has problems taking in balls, climbing is good",,,,,,,,,,,,
8230,81,DD,8230,81,b1,right,FALSE,TRUE,0,2,0,6,0,FALSE,x,,0,x,0,Inaccurate,,,,,,,,,,,,
5724,81,AW,5724,81,b2,middle,FALSE,TRUE,0,2,0,3,0,FALSE,3,25,0,x,0,,,,,,,,,,,,,
4242,81,Cm,4242,81,b3,left,FALSE,TRUE,2,0,0,0,5,FALSE,3,35,,x,25,undefined,,,,,,,,,,,,
4472,82,GS,4472,82,r1,left,FALSE,TRUE,2,0,0,12,0,FALSE,2,10,,x,0,"Shooter made about 75% of shots, and intake was smooth. Driver seemed skilled.",,,,,,,,,,,,
612,82,TR,612,82,r2,middle,FALSE,FALSE,0,0,0,0,0,FALSE,f,50,100,v,0,"Piece of cargo stuck on robot, could not shoot at all. Fell from climb",,,,,,,,,,,,
5587,82,MD,5587,82,r3,right,FALSE,TRUE,2,1,0,5,0,TRUE,f,null,0,x,0,"Shooter is decent, had a lot of problems with climbing",,,,,,,,,,,,
1895,82,DD,1895,82,b1,left,FALSE,TRUE,0,0,0,4,0,FALSE,2,5,0,x,0,Bad intake,,,,,,,,,,,,
384,82,BK,384,82,b2,right,FALSE,TRUE,2,0,0,13,0,FALSE,1,6,0,x,0,Very good shooter,,,,,,,,,,,,
2421,82,Cm,2421,82,b3,middle,FALSE,TRUE,0,1,0,3,0,TRUE,3,30,0,x,,undefined,,,,,,,,,,,,
5338,83,GC,5338,83,r1,right,FALSE,TRUE,0,0,1,0,8,FALSE,f,5,0,x,0,Top heavy,,,,,,,,,,,,
2199,83,BN,2199,83,r2,undefined,FALSE,TRUE,1,1,0,2,2,FALSE,f,null,0,x,0,undefined,,,,,,,,,,,,
1599,83,IB,1599,83,r3,middle,FALSE,TRUE,1,0,0,10,0,FALSE,4,26,0,x,0,undefined,,,,,,,,,,,,
1610,83,ATH,1610,83,b1,undefined,FALSE,TRUE,2,0,0,7,2,FALSE,f,3,0,x,0,Bad accuracy,,,,,,,,,,,,
3748,83,BK,3748,83,b2,right,FALSE,TRUE,0,0,0,0,5,TRUE,2,11,30,a,0,Very fast loading of cargo,,,,,,,,,,,,
5804,83,Cm,5804,83,b3,middle,FALSE,TRUE,0,1,0,5,0,FALSE,4,30,0,x,0,undefined,,,,,,,,,,,,
422,84,GC,422,84,r1,middle,FALSE,TRUE,1,0,0,6,0,FALSE,4,30,0,x,0,Trouble tracking balls,,,,,,,,,,,,
623,84,BN,623,84,r2,undefined,FALSE,TRUE,1,1,0,7,0,FALSE,4,35,0,x,0,undefined,,,,,,,,,,,,
1908,84,IB,1908,84,r3,right,FALSE,TRUE,2,0,0,1,0,FALSE,2,8,70,a,0,undefined,,,,,,,,,,,,
1111,84,ATH,1111,84,b1,undefined,FALSE,TRUE,2,0,0,14,0,FALSE,1,15,10,a,0,Great accuracy big bot maneuvers well,,,,,,,,,,,,
2537,84,BK,2537,84,b2,middle,FALSE,TRUE,1,0,0,0,0,FALSE,2,30,40,a,0,Some issues with driving,,,,,,,,,,,,
836,84,Cm,836,84,b3,right,FALSE,TRUE,3,0,0,10,0,TRUE,3,20,0,x,0,undefined,,,,,,,,,,,,
614,85,GC,614,85,r1,left,FALSE,FALSE,0,2,0,6,0,FALSE,3,20,10,v,0,Powerful ramming,,,,,,,,,,,,
1262,85,BN,1262,85,r2,right,FALSE,TRUE,2,1,0,9,0,FALSE,2,15,0,x,0,Pretty accurate shooter,,,,,,,,,,,,
1123,85,IB,1123,85,r3,middle,FALSE,TRUE,0,0,0,0,8,FALSE,1,5,,x,0,"Near the very end of the match, they appeared to lose part of their robot.",,,,,,,,,,,,
6802,85,ATH,6802,85,b1,undefined,FALSE,TRUE,0,2,0,5,0,FALSE,f,3,,x,0,Top heavy not a good shooter,,,,,,,,,,,,
6194,85,BK,6194,85,b2,middle,FALSE,TRUE,0,0,0,0,6,TRUE,f,10,35,n,0,"Very topheavy, fairly inaccurate shooter",,,,,,,,,,,,
1719,85,Cm,1719,85,b3,right,FALSE,TRUE,0,0,1,0,3,FALSE,1,20,0,x,0,"Driver isnt very good, sacraficing thier own team mayes for an exyra cargo",,,,,,,,,,,,
449,86,GC,449,86,r1,left,FALSE,FALSE,0,1,0,10,0,FALSE,2,25,,x,0,Top heavy,,,,,,,,,,,,
8592,86,BN,8592,86,r2,middle,FALSE,TRUE,1,1,0,3,0,FALSE,x,null,0,x,0,Almost every cargo they shot bounced out,,,,,,,,,,,,
4821,86,IB,4821,86,r3,right,FALSE,TRUE,1,0,0,9,0,FALSE,f,3,0,x,0,,,,,,,,,,,,,
1885,86,ATH,1885,86,b1,undefined,FALSE,TRUE,2,0,0,7,0,TRUE,4,15,0,x,0,Bad intake,,,,,,,,,,,,
2914,86,BK,2914,86,b2,right,FALSE,TRUE,2,0,0,2,0,FALSE,2,5,10,n,30,Bot wasnt moving for much of the match,,,,,,,,,,,,
6504,86,Cm,6504,86,b3,middle,FALSE,TRUE,1,0,0,0,5,FALSE,x,,0,x,33,,,,,,,,,,,,,
1731,87,GC,1731,87,r1,left,FALSE,TRUE,2,0,0,10,0,FALSE,4,25,,x,0,Good bot,,,,,,,,,,,,
3136,87,BN,3136,87,r2,middle,FALSE,TRUE,0,1,0,9,0,FALSE,x,null,0,x,0,,,,,,,,,,,,,
2363,87,IB,2363,87,r3,right,FALSE,TRUE,4,0,0,19,0,FALSE,2,5,0,x,0,Triple Helix is godlike,,,,,,,,,,,,
3274,87,ATH,3274,87,b1,undefined,FALSE,TRUE,0,0,2,0,4,TRUE,x,,90,v,,Great defense against smaller bots,,,,,,,,,,,,
3939,87,BK,3939,87,b2,middle,FALSE,TRUE,2,0,0,6,0,TRUE,2,15,0,x,0,Fast cargo cycle and shooting,,,,,,,,,,,,
1629,87,Cm,1629,87,b3,right,FALSE,TRUE,1,1,0,10,0,FALSE,3,40,0,x,,undefined,,,,,,,,,,,,
401,88,GC,401,88,r1,right,FALSE,TRUE,1,0,0,13,0,FALSE,2,30,,x,0,Broke in match,,,,,,,,,,,,
7770,88,BN,7770,88,r2,middle,FALSE,TRUE,0,1,0,0,0,FALSE,4,35,0,x,0,Intake or something with the shooter messed up so they did not shoot for all of teleop,,,,,,,,,,,,
8726,88,IB,8726,88,r3,left,FALSE,TRUE,1,0,0,3,0,FALSE,x,,0,x,0,undefined,,,,,,,,,,,,
686,88,ATH,686,88,b1,undefined,FALSE,TRUE,0,0,0,0,0,FALSE,2,25,100,n,0,Intake broke,,,,,,,,,,,,
